"No.","Time","Source","Destination","Protocol","Length","Info"
"656","11.403413","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"657","11.483020","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"658","11.486734","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"659","11.611987","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"660","11.637042","172.27.68.106","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"661","11.637042","fe80::8229:2abe:ebd4:5023","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"662","11.696837","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"663","11.748989","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"664","11.834444","172.27.69.244","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"665","11.868414","172.27.70.139","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"666","11.903829","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"667","12.066538","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"668","12.167151","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"669","12.192046","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"670","12.481792","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"671","12.521657","172.27.68.210","172.27.16.10","TCP","66","33728  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"672","12.521802","172.27.68.210","172.27.16.10","TCP","66","33729  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"673","12.522737","172.27.16.10","172.27.68.210","TCP","66","53  >  33728 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"674","12.522737","172.27.16.10","172.27.68.210","TCP","66","53  >  33729 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"675","12.522908","172.27.68.210","172.27.16.10","TCP","54","33728  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"676","12.522972","172.27.68.210","172.27.16.10","TCP","54","33729  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"677","12.523102","172.27.68.210","172.27.16.10","TCP","56","33729  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"678","12.523171","172.27.68.210","172.27.16.10","DNS","90","Standard query 0xfaed HTTPS www.signalhire.com"
"679","12.523259","172.27.68.210","172.27.16.10","TCP","56","33728  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"680","12.523320","172.27.68.210","172.27.16.10","DNS","90","Standard query 0xc6b1 A www.signalhire.com"
"681","12.523992","172.27.16.10","172.27.68.210","TCP","60","53  >  33729 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"682","12.523992","172.27.16.10","172.27.68.210","TCP","60","53  >  33729 [ACK] Seq=1 Ack=39 Win=29312 Len=0"
"683","12.523992","172.27.16.10","172.27.68.210","TCP","60","53  >  33728 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"684","12.523992","172.27.16.10","172.27.68.210","TCP","60","53  >  33728 [ACK] Seq=1 Ack=39 Win=29312 Len=0"
"685","12.523992","172.27.16.10","172.27.68.210","DNS","1006","Standard query response 0xfaed HTTPS www.signalhire.com CNAME www.signalhire.com.cdn.cloudflare.net HTTPS NS k.gtld-servers.net NS b.gtld-servers.net NS d.gtld-servers.net NS i.gtld-servers.net NS g.gtld-servers.net NS c.gtld-servers.net NS h.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS j.gtld-servers.net NS m.gtld-servers.net NS a.gtld-servers.net NS l.gtld-servers.net A 192.12.94.30 A 192.35.51.30 A 192.55.83.30 A 192.43.172.30 A 192.48.79.30 A 192.33.14.30 A 192.5.6.30 A 192.26.92.30 A 192.52.178.30 A 192.54.112.30 A 192.41.162.30 A 192.42.93.30 A 192.31.80.30 AAAA 2001:502:1ca1::30 AAAA 2001:503:d414::30 AAAA 2001:501:b1f9::30 AAAA 2001:503:39c1::30 AAAA 2001:502:7094::30 AAAA 2001:503:231d::2:30 AAAA 2001:503:a83e::2:30 AAAA 2001:503:83eb::30 AAAA 2001:503:d2d::30 AAAA 2001:502:8cc::30 AAAA 2001:500:d937::30 AAAA 2001:503:eea3::30 AAAA 2001:500:856e::30"
"686","12.523992","172.27.16.10","172.27.68.210","DNS","968","Standard query response 0xc6b1 A www.signalhire.com CNAME www.signalhire.com.cdn.cloudflare.net A 104.18.8.59 A 104.18.9.59 NS f.gtld-servers.net NS c.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS a.gtld-servers.net NS g.gtld-servers.net NS b.gtld-servers.net NS d.gtld-servers.net NS m.gtld-servers.net NS e.gtld-servers.net NS i.gtld-servers.net NS l.gtld-servers.net NS h.gtld-servers.net A 192.12.94.30 A 192.35.51.30 A 192.55.83.30 A 192.43.172.30 A 192.48.79.30 A 192.33.14.30 A 192.5.6.30 A 192.26.92.30 A 192.52.178.30 A 192.54.112.30 A 192.41.162.30 A 192.42.93.30 A 192.31.80.30 AAAA 2001:502:1ca1::30 AAAA 2001:503:d414::30 AAAA 2001:501:b1f9::30 AAAA 2001:503:39c1::30 AAAA 2001:502:7094::30 AAAA 2001:503:231d::2:30 AAAA 2001:503:a83e::2:30 AAAA 2001:503:83eb::30 AAAA 2001:503:d2d::30 AAAA 2001:502:8cc::30 AAAA 2001:500:d937::30 AAAA 2001:503:eea3::30 AAAA 2001:500:856e::30"
"687","12.524297","172.27.68.210","172.27.16.10","TCP","54","33728  >  53 [FIN, ACK] Seq=39 Ack=915 Win=261632 Len=0"
"688","12.524444","172.27.68.210","172.27.16.10","TCP","54","33729  >  53 [FIN, ACK] Seq=39 Ack=953 Win=261632 Len=0"
"689","12.524727","172.27.68.210","104.18.8.59","TCP","66","33730  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"690","12.525268","172.27.16.10","172.27.68.210","TCP","60","53  >  33728 [FIN, ACK] Seq=915 Ack=40 Win=29312 Len=0"
"691","12.525268","172.27.16.10","172.27.68.210","TCP","60","53  >  33729 [FIN, ACK] Seq=953 Ack=40 Win=29312 Len=0"
"692","12.525300","172.27.68.210","172.27.16.10","TCP","54","33728  >  53 [ACK] Seq=40 Ack=916 Win=261632 Len=0"
"693","12.525337","172.27.68.210","172.27.16.10","TCP","54","33729  >  53 [ACK] Seq=40 Ack=954 Win=261632 Len=0"
"694","12.599384","104.18.8.59","172.27.68.210","TCP","66","443  >  33730 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=8192"
"695","12.599493","172.27.68.210","104.18.8.59","TCP","54","33730  >  443 [ACK] Seq=1 Ack=1 Win=263168 Len=0"
"696","12.600002","172.27.68.210","104.18.8.59","TLSv1.3","799","Client Hello"
"697","12.603564","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"698","12.611449","172.27.68.210","172.224.179.4","UDP","83","61705  >  443 Len=41"
"699","12.659287","172.224.179.4","172.27.68.210","UDP","75","443  >  61705 Len=33"
"700","12.672486","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=1 Ack=746 Win=57344 Len=0"
"701","12.679188","104.18.8.59","172.27.68.210","TLSv1.3","341","Server Hello, Change Cipher Spec, Application Data"
"702","12.679820","172.27.68.210","104.18.8.59","TLSv1.3","118","Change Cipher Spec, Application Data"
"703","12.680054","172.27.68.210","104.18.8.59","TLSv1.3","146","Application Data"
"704","12.680263","172.27.68.210","104.18.8.59","TCP","1454","33730  >  443 [ACK] Seq=902 Ack=288 Win=262912 Len=1400 [TCP segment of a reassembled PDU]"
"705","12.680263","172.27.68.210","104.18.8.59","TLSv1.3","443","Application Data"
"706","12.680360","172.27.68.210","104.18.8.59","TLSv1.3","160","Application Data"
"707","12.690009","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"708","12.753274","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=288 Ack=2797 Win=57344 Len=0"
"709","12.753274","104.18.8.59","172.27.68.210","TLSv1.3","575","Application Data, Application Data"
"710","12.753746","172.27.68.210","104.18.8.59","TLSv1.3","85","Application Data"
"711","12.867973","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=809 Ack=2828 Win=65536 Len=0"
"712","12.902661","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"713","12.935274","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"714","12.961658","104.18.8.59","172.27.68.210","TLSv1.3","358","Application Data"
"715","12.961658","104.18.8.59","172.27.68.210","TLSv1.3","255","Application Data"
"716","12.961658","104.18.8.59","172.27.68.210","TLSv1.3","85","Application Data"
"717","12.961747","172.27.68.210","104.18.8.59","TCP","54","33730  >  443 [ACK] Seq=2828 Ack=1345 Win=261632 Len=0"
"718","13.067099","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"719","13.206209","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"720","13.389926","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.69.105? Tell 172.27.68.1"
"721","13.483539","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"722","13.489853","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"723","13.509926","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.69.236? Tell 172.27.68.1"
"724","13.562518","172.27.68.237","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"725","13.608926","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"726","13.689933","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"727","13.768878","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"728","13.899160","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"729","13.974246","172.27.68.210","172.27.16.10","TCP","66","33731  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"730","13.974607","172.27.68.210","172.27.16.10","TCP","66","33732  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"731","13.975220","172.27.16.10","172.27.68.210","TCP","66","53  >  33731 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"732","13.975220","172.27.16.10","172.27.68.210","TCP","66","53  >  33732 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"733","13.975452","172.27.68.210","172.27.16.10","TCP","54","33731  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"734","13.975503","172.27.68.210","172.27.16.10","TCP","54","33732  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"735","13.975506","172.27.68.210","172.27.16.10","TCP","56","33731  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"736","13.975526","172.27.68.210","172.27.16.10","DNS","88","Standard query 0x062c A www.linkedin.com"
"737","13.975616","172.27.68.210","172.27.16.10","TCP","56","33732  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"738","13.975647","172.27.68.210","172.27.16.10","DNS","88","Standard query 0xc94c HTTPS www.linkedin.com"
"739","13.976597","172.27.16.10","172.27.68.210","TCP","60","53  >  33731 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"740","13.976597","172.27.16.10","172.27.68.210","TCP","60","53  >  33731 [ACK] Seq=1 Ack=37 Win=29312 Len=0"
"741","13.976597","172.27.16.10","172.27.68.210","TCP","60","53  >  33732 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"742","13.976597","172.27.16.10","172.27.68.210","TCP","60","53  >  33732 [ACK] Seq=1 Ack=37 Win=29312 Len=0"
"743","13.977237","172.27.16.10","172.27.68.210","DNS","963","Standard query response 0x062c A www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14 NS l.gtld-servers.net NS b.gtld-servers.net NS f.gtld-servers.net NS i.gtld-servers.net NS d.gtld-servers.net NS a.gtld-servers.net NS h.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS c.gtld-servers.net NS m.gtld-servers.net NS e.gtld-servers.net NS g.gtld-servers.net A 192.12.94.30 A 192.35.51.30 A 192.55.83.30 A 192.43.172.30 A 192.48.79.30 A 192.33.14.30 A 192.5.6.30 A 192.26.92.30 A 192.52.178.30 A 192.54.112.30 A 192.41.162.30 A 192.42.93.30 A 192.31.80.30 AAAA 2001:502:1ca1::30 AAAA 2001:503:d414::30 AAAA 2001:501:b1f9::30 AAAA 2001:503:39c1::30 AAAA 2001:502:7094::30 AAAA 2001:503:231d::2:30 AAAA 2001:503:a83e::2:30 AAAA 2001:503:83eb::30 AAAA 2001:503:d2d::30 AAAA 2001:502:8cc::30 AAAA 2001:500:d937::30 AAAA 2001:503:eea3::30 AAAA 2001:500:856e::30"
"744","13.977237","172.27.16.10","172.27.68.210","DNS","211","Standard query response 0xc94c HTTPS www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net SOA ns1.l-msedge.net"
"745","13.977591","172.27.68.210","172.27.16.10","TCP","54","33732  >  53 [FIN, ACK] Seq=37 Ack=158 Win=262400 Len=0"
"746","13.978038","172.27.68.210","172.27.16.10","TCP","54","33731  >  53 [FIN, ACK] Seq=37 Ack=910 Win=261888 Len=0"
"747","13.978863","172.27.16.10","172.27.68.210","TCP","60","53  >  33732 [FIN, ACK] Seq=158 Ack=38 Win=29312 Len=0"
"748","13.978863","172.27.16.10","172.27.68.210","TCP","60","53  >  33731 [FIN, ACK] Seq=910 Ack=38 Win=29312 Len=0"
"749","13.978963","172.27.68.210","172.27.16.10","TCP","54","33732  >  53 [ACK] Seq=38 Ack=159 Win=262400 Len=0"
"750","13.979060","172.27.68.210","172.27.16.10","TCP","54","33731  >  53 [ACK] Seq=38 Ack=911 Win=261888 Len=0"
"751","13.979266","172.27.68.210","13.107.42.14","TCP","66","33733  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"752","14.008985","13.107.42.14","172.27.68.210","TCP","66","443  >  33733 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"753","14.009088","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
"754","14.009398","172.27.68.210","13.107.42.14","TLSv1.2","866","Client Hello"
"755","14.032879","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.68.189? Tell 172.27.68.1"
"756","14.040419","13.107.42.14","172.27.68.210","TCP","60","443  >  33733 [ACK] Seq=1 Ack=813 Win=4193536 Len=0"
"757","14.040419","13.107.42.14","172.27.68.210","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"758","14.040885","172.27.68.210","13.107.42.14","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"759","14.041030","172.27.68.210","13.107.42.14","TLSv1.2","153","Application Data"
"760","14.041213","172.27.68.210","13.107.42.14","TCP","1494","33733  >  443 [ACK] Seq=963 Ack=151 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"761","14.041213","172.27.68.210","13.107.42.14","TLSv1.2","762","Application Data"
"762","14.073495","13.107.42.14","172.27.68.210","TCP","60","443  >  33733 [ACK] Seq=151 Ack=3111 Win=4194560 Len=0"
"763","14.073495","13.107.42.14","172.27.68.210","TLSv1.2","123","Application Data"
"764","14.073899","172.27.68.210","13.107.42.14","TLSv1.2","92","Application Data"
"765","14.080790","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"766","14.104039","13.107.42.14","172.27.68.210","TLSv1.2","92","Application Data"
"767","14.127021","172.27.68.210","142.250.183.138","UDP","71","57398  >  443 Len=29"
"768","14.158694","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=3149 Ack=258 Win=263168 Len=0"
"769","14.161829","142.250.183.138","172.27.68.210","UDP","68","443  >  57398 Len=26"
"770","14.204521","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"771","14.315154","fe80::1e61:b4ff:febd:928f","ff02::2","ICMPv6","70","Router Solicitation from 1c:61:b4:bd:92:8f"
"772","14.483207","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"773","14.541506","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=258 Ack=3149 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"774","14.541506","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=1718 Ack=3149 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"775","14.541506","13.107.42.14","172.27.68.210","TLSv1.2","1397","Application Data"
"776","14.541506","13.107.42.14","172.27.68.210","TLSv1.2","92","Application Data"
"777","14.541593","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=3149 Ack=4559 Win=263424 Len=0"
"778","14.548275","172.27.68.210","13.107.42.14","TLSv1.2","236","Application Data"
"779","14.548466","172.27.68.210","13.107.42.14","TLSv1.2","187","Application Data"
"780","14.572258","172.27.68.237","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"781","14.578260","13.107.42.14","172.27.68.210","TCP","60","443  >  33733 [ACK] Seq=4559 Ack=3331 Win=4194304 Len=0"
"782","14.578260","13.107.42.14","172.27.68.210","TCP","60","443  >  33733 [ACK] Seq=4559 Ack=3464 Win=4194048 Len=0"
"783","14.611022","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"784","14.689986","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"785","14.773916","172.27.69.232","255.255.255.255","DB-LSP-DISC/JSON","202","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"786","14.775231","172.27.69.232","172.27.71.255","DB-LSP-DISC/JSON","202","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"787","14.876664","172.27.70.139","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"788","14.901570","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"789","14.954980","172.27.68.210","216.58.203.10","UDP","71","54065  >  443 Len=29"
"790","14.968835","Hitex_39:03:e2","Broadcast","ARP","60","Who has 172.27.71.71? Tell 172.27.68.201"
"791","14.990605","216.58.203.10","172.27.68.210","UDP","68","443  >  54065 Len=26"
"792","15.072974","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=4559 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"793","15.072974","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=6019 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"794","15.072974","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=7479 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"795","15.072974","13.107.42.14","172.27.68.210","TLSv1.2","61","Application Data"
"796","15.072974","13.107.42.14","172.27.68.210","TLSv1.2","533","Application Data"
"797","15.072974","13.107.42.14","172.27.68.210","TLSv1.2","92","Application Data"
"798","15.073092","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=3464 Ack=9463 Win=263424 Len=0"
"799","15.080531","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"800","15.201705","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"801","15.261800","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=9463 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"802","15.261800","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=10923 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"803","15.261800","13.107.42.14","172.27.68.210","TLSv1.2","1429","Application Data"
"804","15.261800","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=13758 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"805","15.261800","13.107.42.14","172.27.68.210","TLSv1.2","359","Application Data"
"806","15.261800","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=15523 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"807","15.261800","13.107.42.14","172.27.68.210","TCP","1514","443  >  33733 [ACK] Seq=16983 Ack=3464 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"808","15.261800","13.107.42.14","172.27.68.210","TLSv1.2","1268","Application Data"
"809","15.261800","13.107.42.14","172.27.68.210","TLSv1.2","1081","Application Data"
"810","15.262038","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=3464 Ack=20684 Win=263424 Len=0"
"811","15.262196","13.107.42.14","172.27.68.210","TLSv1.2","92","Application Data"
"812","15.262225","172.27.68.210","13.107.42.14","TCP","54","33733  >  443 [ACK] Seq=3464 Ack=20722 Win=263424 Len=0"
"813","15.269842","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.69.121? Tell 172.27.68.1"
"814","15.273978","172.27.68.210","104.18.8.59","TLSv1.3","140","Application Data"
"815","15.274049","172.27.68.210","104.18.8.59","TCP","1454","33730  >  443 [ACK] Seq=2914 Ack=1345 Win=261632 Len=1400 [TCP segment of a reassembled PDU]"
"816","15.274049","172.27.68.210","104.18.8.59","TCP","1454","33730  >  443 [ACK] Seq=4314 Ack=1345 Win=261632 Len=1400 [TCP segment of a reassembled PDU]"
"817","15.274049","172.27.68.210","104.18.8.59","TLSv1.3","442","Application Data"
"818","15.345711","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=1345 Ack=2914 Win=57344 Len=0"
"819","15.348661","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=1345 Ack=4314 Win=57344 Len=0"
"820","15.348661","104.18.8.59","172.27.68.210","TCP","60","443  >  33730 [ACK] Seq=1345 Ack=6102 Win=57344 Len=0"
"821","15.369829","172.27.68.249","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"822","15.481663","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"823","15.497701","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"824","15.522307","172.27.68.210","142.250.183.206","QUIC","1292","Initial, DCID=6cb67014b85eeab2, PKN: 1, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO"
"825","15.522471","172.27.68.210","142.250.183.206","QUIC","124","0-RTT, DCID=6cb67014b85eeab2"
"826","15.548946","104.18.8.59","172.27.68.210","TLSv1.3","139","Application Data"
"827","15.548946","104.18.8.59","172.27.68.210","TLSv1.3","123","Application Data"
"828","15.548946","104.18.8.59","172.27.68.210","TLSv1.3","85","Application Data"
"829","15.549119","172.27.68.210","104.18.8.59","TCP","54","33730  >  443 [ACK] Seq=6102 Ack=1530 Win=263168 Len=0"
"830","15.578579","142.250.183.206","172.27.68.210","QUIC","1292","Initial, SCID=ecb67014b85eeab2, PKN: 1, ACK, PADDING"
"831","15.583077","172.27.68.237","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"832","15.605016","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"833","15.611409","142.250.183.206","172.27.68.210","QUIC","1292","Protected Payload (KP0)"
"834","15.611409","142.250.183.206","172.27.68.210","QUIC","856","Protected Payload (KP0)"
"835","15.611409","142.250.183.206","172.27.68.210","QUIC","194","Protected Payload (KP0)"
"836","15.611409","142.250.183.206","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"837","15.612007","172.27.68.210","142.250.183.206","QUIC","120","Handshake, DCID=ecb67014b85eeab2"
"838","15.612097","172.27.68.210","142.250.183.206","QUIC","73","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"839","15.612400","172.27.68.210","142.250.183.206","QUIC","1288","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"840","15.612444","172.27.68.210","142.250.183.206","QUIC","1288","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"841","15.612463","172.27.68.210","142.250.183.206","QUIC","979","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"842","15.640753","142.250.183.206","172.27.68.210","QUIC","162","Protected Payload (KP0)"
"843","15.642049","142.250.183.206","172.27.68.210","QUIC","67","Protected Payload (KP0)"
"844","15.642049","142.250.183.206","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"845","15.642049","142.250.183.206","172.27.68.210","QUIC","67","Protected Payload (KP0)"
"846","15.642434","172.27.68.210","142.250.183.206","QUIC","74","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"847","15.643916","172.27.68.210","172.27.68.75","TCP","164","52436  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=8194 Len=110 [TCP segment of a reassembled PDU]"
"848","15.645162","172.27.68.75","172.27.68.210","TCP","164","8009  >  52436 [PSH, ACK] Seq=331 Ack=441 Win=1867 Len=110 [TCP segment of a reassembled PDU]"
"849","15.668885","172.27.68.210","172.27.68.75","TCP","164","52437  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=8194 Len=110 [TCP segment of a reassembled PDU]"
"850","15.670265","172.27.68.75","172.27.68.210","TCP","164","8009  >  52437 [PSH, ACK] Seq=331 Ack=441 Win=1655 Len=110 [TCP segment of a reassembled PDU]"
"851","15.691722","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"852","15.699827","172.27.68.210","172.27.68.75","TCP","54","52436  >  8009 [ACK] Seq=441 Ack=441 Win=8193 Len=0"
"853","15.715321","172.27.68.210","172.27.68.75","TCP","54","52437  >  8009 [ACK] Seq=441 Ack=441 Win=8193 Len=0"
"854","15.719580","142.250.183.206","172.27.68.210","QUIC","291","Protected Payload (KP0)"
"855","15.719580","142.250.183.206","172.27.68.210","QUIC","63","Protected Payload (KP0)"
"856","15.719970","172.27.68.210","142.250.183.206","QUIC","77","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"857","15.746624","172.27.68.210","142.250.183.206","QUIC","74","Protected Payload (KP0), DCID=ecb67014b85eeab2"
"858","15.773510","142.250.183.206","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"859","15.789137","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"860","15.863505","Hitex_39:03:e2","Broadcast","ARP","60","Who has 172.27.71.71? Tell 172.27.68.201"
